code,path,label,lastUpdate,lastModified,dataStart,dataEnd,count
namq_10_an6,European and national indicators for short-term analysis > General and regional statistics > Database by themes,Gross fixed capital formation by main asset type,2026-03-19,2026-01-30,1978-Q1,2025-Q4,2835269
namq_10_a10_e,European and national indicators for short-term analysis > General and regional statistics > Database by themes,Employment by main industry (NACE Rev.2) - national accounts,2026-03-11,2026-01-29,1980-Q1,2025-Q4,3513797
nasq_10_ki,European and national indicators for short-term analysis > General and regional statistics > Database by themes,Key indicators - quarterly data,2026-01-28,2026-01-13,1980-Q1,2025-Q3,26511
nasq_10_nf_tr,European and national indicators for short-term analysis > General and regional statistics > Database by themes,Non-financial transactions - quarterly data,2026-02-16,2026-02-16,1980-Q1,2025-Q3,3572298
aei_pr_soiler,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Estimated soil erosion by water, by erosion level, land cover and NUTS 3 region",2026-03-19,2026-03-19,2000,2023,392456
aei_fm_ms,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Manure storage facilities by NUTS 3 region,2023-04-19,2024-01-10,2000,2010,31658
aact_eaa01_r,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Economic accounts for agriculture by NUTS 2 region - values at current prices,2026-02-12,2026-02-12,1980,2024,2833922
aact_eaa02_r,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Economic accounts for agriculture by NUTS 2 region - values at n-1 prices,2026-02-12,2026-02-12,1999,2024,396872
aact_eaa05_r,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Economic accounts for agriculture by NUTS 2 region - indices (volume, price, values)",2026-02-12,2026-02-12,1999,2024,455005
agr_r_accts_h,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Economic accounts for agriculture by NUTS 2 region (until 2012),2016-03-07,2024-07-02,1973,2012,2320007
aact_ali01_r,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Agricultural labour input statistics by NUTS 2 region - absolute figures (thousand annual work units),2026-02-12,2025-11-28,1995,2023,1487
aact_ali02_r,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Agricultural labour input statistics by NUTS 2 region - indices,2026-03-05,2025-11-28,1996,2023,1186
agr_r_animal,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Animal populations by NUTS 2 region,2025-07-22,2025-07-03,1977,2024,444229
agr_r_milkpr,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Production of cow's milk on farms by NUTS 2 region,2025-12-01,2025-09-08,1995,2024,11599
demo_r_d2jan,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Population on 1 January by age, sex and NUTS 2 region",2026-03-18,2026-01-20,1990,2025,4679675
demo_r_d3area,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Area by NUTS 3 region,2020-08-25,2024-01-10,1990,2015,70822
demo_r_d3dens,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Population density by NUTS 3 region,2026-02-25,2026-02-25,1990,2024,57129
demo_r_pjangroup,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Population on 1 January by age group, sex and NUTS 2 region",2026-03-18,2026-01-20,1990,2025,1028161
demo_r_pjangrp3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Population on 1 January by age group, sex and NUTS 3 region",2026-03-18,2026-01-20,2014,2025,1504595
demo_r_pjanaggr3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Population on 1 January by broad age group, sex and NUTS 3 region",2026-03-18,2026-01-20,1990,2025,736540
demo_r_pjanind2,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Population structure indicators by NUTS 2 region,2026-03-18,2026-01-20,1990,2025,740824
demo_r_pjanind3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Population structure indicators by NUTS 3 region,2026-03-18,2026-01-20,2014,2025,1126580
demo_r_gind3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Population change - Demographic balance and crude rates at regional level (NUTS 3),2025-10-10,2025-03-27,2000,2024,462291
demo_r_births,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Live births (total) by NUTS 3 region,2026-03-18,2026-01-26,1990,2024,59990
demo_r_fagec3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Live births by age group of the mothers and NUTS 3 region,2026-03-18,2026-02-17,2013,2024,261671
demo_r_fagec,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Live births by mother's age and NUTS 2 region,2026-03-18,2026-02-17,1990,2024,542914
demo_r_frate2,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Fertility rates by age and NUTS 2 region,2026-03-18,2026-02-18,1990,2024,490397
demo_r_find2,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Fertility indicators by NUTS 2 region,2026-03-18,2026-01-26,1990,2024,40727
demo_r_find3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Fertility indicators by NUTS 3 region,2026-03-18,2026-01-26,2013,2024,64265
demo_r_deaths,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Deaths (total) by NUTS 3 region,2026-03-13,2026-02-20,1990,2024,60167
demo_r_mweek3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Deaths by week, sex, 5-year age group and NUTS 3 region",2026-03-17,2026-03-17,2000-W01,2026-W06,82533574
demo_r_magec3,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Deaths by age group, sex and NUTS 3 region",2026-03-13,2026-01-21,2013,2024,1283577
demo_r_magec,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Deaths by age, sex and NUTS 2 region",2026-03-13,2026-02-24,1990,2024,4215176
demo_r_minf,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Infant mortality by NUTS 2 region,2026-03-13,2026-02-24,1990,2024,12923
demo_r_minfind,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Infant mortality rates by NUTS 2 region,2026-03-16,2026-03-13,1990,2024,13572
demo_r_mlife,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Life table by age, sex and NUTS 2 region",2026-03-13,2026-02-20,1990,2024,26739151
demo_r_mlifexp,Regional statistics by NUTS classification > General and regional statistics > Database by themes,"Life expectancy by age, sex and NUTS 2 region",2026-03-13,2026-03-13,1990,2024,3428639
nama_10r_2gdp,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Gross domestic product (GDP) at current market prices by NUTS 2 region,2026-02-10,2026-02-10,2000,2024,75931
nama_10r_3popgdp,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 region,2026-02-10,2026-02-10,2000,2024,42409
nama_10r_3gdp,Regional statistics by NUTS classification > General and regional statistics > Database by themes,Gross domestic product (GDP) at current market prices by NUTS 3 region,2026-02-10,2026-02-10,2000,2024,296322
