strike,forward,maturity,moneyness,moneyness_ttm,ttm,implied_vol,price,price_bp,forward_price,type,side,open_interest,volume
78000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.09778599852598861,0.19027382470207485,0.2641163297969342,0.4986950420580995,0.0635,635.0,4491.593125,call,ask,577.1,0.0
80000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.1231038065102784,0.23953768896545657,0.2641163297969342,0.4890475651385958,0.0535,535.0,3784.255625,call,bid,2632.1,0.0
80000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.1231038065102784,0.23953768896545657,0.2641163297969342,0.49425319334822265,0.0545,545.0,3854.989375,call,ask,2632.1,0.0
82000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.14779641910065,0.2875850363390985,0.2641163297969342,0.487193152820822,0.046,460.0,3253.7525,call,bid,271.4,0.0
82000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.14779641910065,0.2875850363390985,0.2641163297969342,0.4926177779514277,0.047,470.0,3324.48625,call,ask,271.4,0.0
84000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.1718939706797104,0.3344745028682433,0.2641163297969342,0.4860136324582881,0.0395,395.0,2793.983125,call,bid,231.7,6181.81
84000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.1718939706797104,0.3344745028682433,0.2641163297969342,0.48886785081991374,0.04,400.0,2829.35,call,ask,231.7,6181.81
85000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.1837284283267133,0.3575022118829598,0.2641163297969342,0.4851130440560961,0.0365,365.0,2581.781875,call,bid,2701.0,15779.62
85000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.1837284283267133,0.3575022118829598,0.2641163297969342,0.4880498922242097,0.037,370.0,2617.14875,call,ask,2701.0,15779.62
86000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.19542446808990463,0.38026058479069774,0.2641163297969342,0.4830427827476569,0.0335,335.0,2369.580625,call,bid,185.9,757.87
86000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.19542446808990463,0.38026058479069774,0.2641163297969342,0.4890968403351523,0.0345,345.0,2440.314375,call,ask,185.9,757.87
88000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.21841398631460326,0.42499401929675235,0.2641163297969342,0.48163345624689813,0.0285,285.0,2015.911875,call,bid,152.7,1258.68
88000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.21841398631460326,0.42499401929675235,0.2641163297969342,0.4881044306215009,0.0295,295.0,2086.645625,call,ask,152.7,1258.68
90000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.24088684216666195,0.4687221224956288,0.2641163297969342,0.4826369285165761,0.0245,245.0,1732.976875,call,bid,4156.3,3431.82
90000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.24088684216666195,0.4687221224956288,0.2641163297969342,0.4861167599905185,0.025,250.0,1768.34375,call,ask,4156.3,3431.82
95000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.2949540634369376,0.5739271327954887,0.2641163297969342,0.4791436032977326,0.016,160.0,1131.74,call,bid,1511.8,5372.91
95000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.2949540634369376,0.5739271327954887,0.2641163297969342,0.4877250053605788,0.017,170.0,1202.47375,call,ask,1511.8,5372.91
100000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.3462473578244882,0.6737345842896294,0.2641163297969342,0.48425299125243926,0.011,110.0,778.07125,call,bid,2344.7,21638.99
100000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.3462473578244882,0.6737345842896294,0.2641163297969342,0.4896365942308385,0.0115,115.0,813.438125,call,ask,2344.7,21638.99
105000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.3950375219939202,0.7686713981924163,0.2641163297969342,0.488204818183474,0.0075,75.0,530.503125,call,bid,1231.5,1607.92
105000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.3950375219939202,0.7686713981924163,0.2641163297969342,0.4950547524111219,0.008,80.0,565.87,call,ask,1231.5,1607.92
110000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.4415575376288131,0.8591909146209253,0.2641163297969342,0.4898950752427354,0.005,50.0,353.66875,call,bid,1889.3,812.67
110000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.4415575376288131,0.8591909146209253,0.2641163297969342,0.4988219974862047,0.0055,55.0,389.035625,call,ask,1889.3,812.67
115000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.4860093001996469,0.9456859855574172,0.2641163297969342,0.5004538861853892,0.0037,37.0,261.714875,call,bid,1978.3,28.16
115000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.4860093001996469,0.9456859855574172,0.2641163297969342,0.5115154155949676,0.0042,42.0,297.08175,call,ask,1978.3,28.16
120000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.5285689146184428,1.0284992792331746,0.2641163297969342,0.5113487610379821,0.0028,28.0,198.0545,call,bid,2060.1,0.0
120000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.5285689146184428,1.0284992792331746,0.2641163297969342,0.5169357620389059,0.003,30.0,212.20125,call,ask,2060.1,0.0
125000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.569390909138698,1.1079314796138025,0.2641163297969342,0.5201560798527571,0.0021,21.0,148.540875,call,bid,2867.0,14.79
125000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.569390909138698,1.1079314796138025,0.2641163297969342,0.5236796631248346,0.0022,22.0,155.61425,call,ask,2867.0,14.79
